,gene name,length
4407,CFAP97D2,1149
4408,CFAP97P1,483
4409,CFAP99,2177
4410,CFB,3112
4411,CFC1,1672
4412,CFC1B,1669
4413,CFD,2276
4414,CFDP1,1491
4415,CFH,5710
4416,CFHR1,2166
4417,CFHR2,6272
4418,CFHR3,6267
4419,CFHR4,3762
4420,CFHR5,2919
4421,CFI,2572
4422,CFL1,2431
4423,CFL1P1,2838
4424,CFL1P2,684
4425,CFL1P3,490
4426,CFL1P4,498
4427,CFL1P5,502
4428,CFL1P6,494
4429,CFL1P7,486
4430,CFL1P8,475
4431,CFL2,4712
4432,CFLAR,22579
4433,CFLAR-AS1,1138
4434,CFP,4577
4435,CFTR,6643
4436,CFTR-AS1,221
4437,CFTRP1,183
4438,CFTRP2,199
4439,CFTRP3,212
4440,CGA,1290
4441,CGAS,3765
4442,CGB1,693
4443,CGB2,715
4444,CGB3,877
4445,CGB5,877
4446,CGB7,3912
4447,CGB8,901
4448,CGGBP1,6583
4449,CGN,5598
4450,CGNL1,8221
4451,CGREF1,3610
4452,CGRRF1,2141
4453,CH25H,1689
4454,CHAC1,2051
4455,CHAC2,1309
4456,CHAD,2045
4457,CHADL,2530
4458,CHAER1,2017
4459,CHAF1A,3776
4460,CHAF1B,5664
4461,CHAMP1,6367
4462,CHASERR,6839
4463,CHAT,5821
4464,CHCHD1,1483
4465,CHCHD10,818
4466,CHCHD2,1064
4467,CHCHD2P1,443
4468,CHCHD2P11,457
4469,CHCHD2P2,321
4470,CHCHD2P3,451
4471,CHCHD2P4,434
4472,CHCHD2P5,400
4473,CHCHD2P6,447
4474,CHCHD2P7,452
4475,CHCHD2P8,447
4476,CHCHD2P9,456
4477,CHCHD3,2563
4478,CHCHD3P1,676
4479,CHCHD3P2,639
4480,CHCHD3P3,640
4481,CHCHD4,1720
4482,CHCHD4P2,420
4483,CHCHD4P3,410
4484,CHCHD4P4,327
4485,CHCHD4P5,427
4486,CHCHD5,3272
4487,CHCHD6,1627
4488,CHCHD7,3000
4489,CHCT1,975
4490,CHD1,8708
4491,CHD1-DT,4931
4492,CHD1L,3265
4493,CHD2,14933
4494,CHD3,7724
4495,CHD4,7141
4496,CHD4-AS1,2196
4497,CHD5,9850
4498,CHD6,12173
4499,CHD7,13211
4500,CHD8,9190
4501,CHD9,13700
4502,CHD9NB,3321
4503,CHDH,10586
4504,CHEK1,5165
4505,CHEK2,5509
4506,CHEK2P1,254
4507,CHEK2P2,1827
4508,CHEK2P3,248
4509,CHEK2P4,246
4510,CHEK2P5,246
4511,CHEK2P6,509
4512,CHEK2P7,242
4513,CHERP,4194
4514,CHFR,12135
4515,CHFR-DT,692
4516,CHGA,2436
4517,CHGB,2590
4518,CHI3L1,2067
4519,CHI3L2,2647
4520,CHIA,1864
4521,CHIAP1,995
4522,CHIAP2,2829
4523,CHIAP3,1133
4524,CHIC1,6869
4525,CHIC2,1109
4526,CHID1,7057
4527,CHILL1,881
4528,CHIT1,2405
4529,CHKA,2944
4530,CHKA-DT,1969
4531,CHKB,1710
4532,CHKB-CPT1B,2816
4533,CHKB-DT,3607
4534,CHL1,7856
4535,CHL1-AS1,913
4536,CHL1-AS2,3832
4537,CHLSN,2237
4538,CHLSN-AS1,869
4539,CHM,7938
4540,CHML,7711
4541,CHMP1A,2843
4542,CHMP1AP1,662
4543,CHMP1B,3032
4544,CHMP1B-AS1,553
4545,CHMP1B2P,7046
4546,CHMP2A,1956
4547,CHMP2B,2759
4548,CHMP3,3217
4549,CHMP3-AS1,2389
4550,CHMP4A,985
4551,CHMP4AP1,580
4552,CHMP4B,1605
4553,CHMP4BP1,1305
4554,CHMP4C,1852
4555,CHMP5,2617
4556,CHMP5P1,655
4557,CHMP6,1664
4558,CHMP7,4171
4559,CHN1,4056
4560,CHN2,4413
4561,CHN2-AS1,798
4562,CHODL,3093
4563,CHODL-AS1,1117
4564,CHORDC1,7223
4565,CHORDC1P1,980
4566,CHORDC1P3,1397
4567,CHORDC1P4,985
4568,CHORDC1P5,967
4569,CHORDC2P,1090
4570,CHP1,3368
4571,CHP1P1,580
4572,CHP1P2,571
4573,CHP1P3,353
4574,CHP2,2415
4575,CHPF,3383
4576,CHPF2,4772
4577,CHPT1,2973
4578,CHRAC1,2492
4579,CHRD,4235
4580,CHRDL1,4380
4581,CHRDL2,1963
4582,CHRFAM7A,3801
4583,CHRM1,2686
4584,CHRM1-AS1,1129
4585,CHRM2,6715
4586,CHRM3,10997
4587,CHRM3-AS1,1930
4588,CHRM3-AS2,4840
4589,CHRM4,3480
4590,CHRM5,6041
4591,CHRNA1,3155
4592,CHRNA10,2007
4593,CHRNA2,4087
4594,CHRNA3,3586
4595,CHRNA4,5583
4596,CHRNA5,3623
4597,CHRNA6,2400
4598,CHRNA7,6735
4599,CHRNA9,2272
4600,CHRNB1,2872
4601,CHRNB2,5863
4602,CHRNB3,2347
4603,CHRNB4,2703
4604,CHRND,2965
4605,CHRNE,2688
4606,CHRNG,4009
4607,CHROMR,9309
4608,CHST1,11209
4609,CHST10,5452
4610,CHST11,6022
4611,CHST12,17422
4612,CHST13,1917
4613,CHST14,2175
4614,CHST15,9963
4615,CHST2,4142
4616,CHST3,7228
4617,CHST4,5922
4618,CHST5,3554
4619,CHST6,8693
4620,CHST7,4356
4621,CHST8,3946
4622,CHST9,11595
4623,CHSY1,4662
4624,CHSY3,3857
4625,CHSY3-AS1,7660
4626,CHTF18,3875
4627,CHTF8,3382
4628,CHTF8P1,1541
4629,CHTOP,4670
4630,CHUK,3600
4631,CHUK-DT,2727
4632,CHURC1,4986
4633,CHURC1-FNTB,1468
4634,CIAO1,3980
4635,CIAO2A,3089
4636,CIAO2AP1,482
4637,CIAO2AP2,477
4638,CIAO2B,668
4639,CIAO3,3899
4640,CIAPIN1,3685
4641,CIAPIN1P,931
4642,CIART,2022
4643,CIB1,1499
4644,CIB2,1965
4645,CIB3,711
4646,CIB4,768
4647,CIBAR1,5286
4648,CIBAR1-DT,8178
4649,CIBAR1P1,890
4650,CIBAR1P2,2455
4651,CIBAR2,1862
4652,CIC,9114
4653,CICP1,2410
4654,CICP10,198
4655,CICP11,2827
4656,CICP12,843
4657,CICP13,2789
4658,CICP14,2732
4659,CICP15,2791
4660,CICP16,2813
4661,CICP17,2377
4662,CICP19,2357
4663,CICP2,2328
4664,CICP20,2801
4665,CICP21,1838
4666,CICP22,1319
4667,CICP23,2741
4668,CICP24,2705
4669,CICP25,1804
4670,CICP26,2448
4671,CICP27,3812
4672,CICP28,2813
4673,CICP3,2455
4674,CICP4,2812
4675,CICP5,2215
4676,CICP6,2729
4677,CICP7,2477
4678,CICP8,2813
4679,CICP9,1913
4680,CIDEA,1008
4681,CIDEB,4700
4682,CIDEC,1504
4683,CIDECP1,770
4684,CIDECP2,329
4685,CIITA,18625
4686,CILK1,6302
4687,CILP,5800
4688,CILP2,4234
4689,CIMAP1A,1284
4690,CIMAP1B,1185
4691,CIMAP1C,1132
4692,CIMAP1D,1604
4693,CIMAP2,1777
4694,CIMAP3,2295
4695,CIMIP1,805
4696,CIMIP2A,1091
4697,CIMIP2B,1075
4698,CIMIP2C,764
4699,CIMIP3,687
4700,CIMIP4,1159
4701,CIMIP5,8232
4702,CIMIP6,2263
4703,CIMIP7,707
4704,CINP,1094
4705,CIP2A,4191
4706,CIPC,5606
4707,CIR1,1918
4708,CIR1P1,1133
4709,CIR1P2,1342
4710,CIR1P3,479
4711,CIRBP,5438
4712,CIRBP-AS1,1356
4713,CIROP,2694
4714,CIROZ,2798
4715,CISD1,2503
4716,CISD1P1,327
4717,CISD2,6076
4718,CISD3,2635
4719,CISH,2209
4720,CIST1,889
4721,CISTR,3222
4722,CIT,9244
4723,CITED1,2169
4724,CITED2,3212
4725,CITED4,1310
4726,CIZ1,8014
4727,CKAP2,4245
4728,CKAP2-DT,632
4729,CKAP2L,4723
4730,CKAP2LP1,2185
4731,CKAP2P1,2049
4732,CKAP4,3122
4733,CKAP5,8142
4734,CKB,1664
4735,CKBP1,1086
4736,CKLF,828
4737,CKLF-CMTM1,1186
4738,CKM,2273
4739,CKMT1A,5336
4740,CKMT1B,2208
4741,CKMT2,2084
4742,CKMT2-AS1,6354
4743,CKS1B,1602
4744,CKS1BP1,240
4745,CKS1BP2,240
4746,CKS1BP3,237
4747,CKS1BP4,236
4748,CKS1BP5,273
4749,CKS1BP6,240
4750,CKS1BP7,235
4751,CKS2,712
4752,CLASP1,9315
4753,CLASP1-AS1,942
4754,CLASP2,9022
4755,CLASRP,3162
4756,CLBA1,4651
4757,CLC,631
4758,CLCA1,4451
4759,CLCA2,3935
4760,CLCA3P,3412
4761,CLCA4,3253
4762,CLCA4-AS1,8371
4763,CLCC1,12336
4764,CLCF1,1836
4765,CLCN1,3266
4766,CLCN2,5030
4767,CLCN3,7305
4768,CLCN3P1,1017
4769,CLCN4,7197
4770,CLCN5,10743
4771,CLCN6,6147
4772,CLCN7,4509
4773,CLCNKA,4965
4774,CLCNKB,5029
4775,CLCP1,388
4776,CLCP2,421
4777,CLDN1,3446
4778,CLDN10,3485
4779,CLDN10-AS1,895
4780,CLDN11,3223
4781,CLDN12,4925
4782,CLDN14,6081
4783,CLDN15,2384
4784,CLDN16,3849
4785,CLDN17,1241
4786,CLDN18,3785
4787,CLDN19,3602
4788,CLDN2,4352
4789,CLDN20,1465
4790,CLDN22,2177
4791,CLDN23,2160
4792,CLDN24,663
4793,CLDN25,690
4794,CLDN3,1274
4795,CLDN34,1090
4796,CLDN4,4193
4797,CLDN5,3429
4798,CLDN6,2425
4799,CLDN7,3019
4800,CLDN7P1,1167
4801,CLDN8,2092
4802,CLDN9,1583
4803,CLDND1,4543
4804,CLDND1-AS1,947
4805,CLDND2,974
4806,CLEC10A,2814
4807,CLEC11A,1513
4808,CLEC12A,2308
4809,CLEC12A-AS1,3956
4810,CLEC12B,3500
4811,CLEC14A,2094
4812,CLEC16A,7598
4813,CLEC17A,3053
4814,CLEC18A,2476
4815,CLEC18B,2047
4816,CLEC18C,2613
4817,CLEC19A,2981
4818,CLEC1A,2795
4819,CLEC1B,3153
4820,CLEC20A,2011
4821,CLEC2A,1209
4822,CLEC2B,2586
4823,CLEC2D,5359
4824,CLEC2L,1531
4825,CLEC3A,1935
4826,CLEC3B,1047
4827,CLEC4A,1296
4828,CLEC4C,6415
4829,CLEC4D,1982
4830,CLEC4E,2176
4831,CLEC4F,2474
4832,CLEC4G,1360
4833,CLEC4GP1,870
4834,CLEC4M,1992
4835,CLEC4OP,567
4836,CLEC5A,4224
4837,CLEC6A,1646
4838,CLEC7A,3100
4839,CLEC9A,1791
4840,CLECL1P,432
4841,CLGN,3552
4842,CLHC1,5700
4843,CLIC1,3004
4844,CLIC1P1,724
4845,CLIC2,2787
4846,CLIC3,809
4847,CLIC4,4358
4848,CLIC4P1,535
4849,CLIC4P2,717
4850,CLIC4P3,752
4851,CLIC5,8876
4852,CLIC6,4282
4853,CLINT1,4142
4854,CLIP1,7847
4855,CLIP1-AS1,1745
4856,CLIP2,6198
4857,CLIP3,3606
4858,CLIP4,13910
4859,CLK1,3073
4860,CLK2,2154
4861,CLK2P1,1294
4862,CLK3,4132
4863,CLK3-AS1,2529
4864,CLK3P2,1453
4865,CLK4,4095
4866,CLLU1,4236
4867,CLLU1-AS1,718
4868,CLMAT3,2897
4869,CLMN,12948
4870,CLMP,5628
4871,CLN3,6206
4872,CLN5,16848
4873,CLN6,2720
4874,CLN8,9038
4875,CLN8-AS1,3134
4876,CLNK,6098
4877,CLNS1A,13500
4878,CLNS1AP1,682
4879,CLOCK,12415
4880,CLP1,3780
4881,CLPB,11172
4882,CLPP,2579
4883,CLPS,633
4884,CLPSL1,598
4885,CLPSL2,573
4886,CLPTM1,3121
4887,CLPTM1L,2704
4888,CLPTM1LP1,484
4889,CLPX,4764
4890,CLRN1,2947
4891,CLRN2,823
4892,CLRN3,1164
4893,CLSPN,9299
4894,CLSPN-AS1,539
4895,CLSPN-DT,568
4896,CLSTN1,5109
4897,CLSTN2,14202
4898,CLSTN2-AS1,3441
4899,CLSTN3,5852
4900,CLTA,1235
4901,CLTB,1164
4902,CLTC,9249
4903,CLTCL1,6167
4904,CLTRN,2576
4905,CLU,5698
4906,CLUAP1,8990
4907,CLUH,5514
4908,CLUHP1,1190
4909,CLUHP10,980
4910,CLUHP11,1026
4911,CLUHP2,1303
4912,CLUHP3,1303
4913,CLUHP4,1343
4914,CLUHP5,774
4915,CLUHP6,941
4916,CLUHP8,1485
4917,CLUL1,3366
4918,CLVS1,3889
4919,CLVS2,11259
4920,CLXN,4188
4921,CLYBL,10580
4922,CLYBL-AS1,719
4923,CLYBL-AS2,695
4924,CMA1,937
4925,CMAHP,9874
4926,CMAS,1815
4927,CMBL,4907
4928,CMC1,6361
4929,CMC2,11301
4930,CMC4,1313
4931,CMIP,8504
4932,CMKLR1,8800
4933,CMKLR2,2546
4934,CMKLR2-AS,3549
4935,CMPK1,4101
4936,CMPK1P1,628
4937,CMPK1P2,568
4938,CMPK2,4004
4939,CMSS1,4371
4940,CMTM1,1133
4941,CMTM2,1063
4942,CMTM3,3108
4943,CMTM4,8153
4944,CMTM5,1630
4945,CMTM6,3867
4946,CMTM7,2023
4947,CMTM8,2375
4948,CMTR1,5158
4949,CMTR2,8221
4950,CMYA5,13405
4951,CNBD1,1908
4952,CNBD2,4146
4953,CNBP,7936
4954,CNDP1,4511
4955,CNDP2,7940
4956,CNEP1R1,3096
4957,CNEP1R1P1,372
4958,CNFN,613
4959,CNGA1,4241
4960,CNGA2,3285
4961,CNGA3,5176
4962,CNGA4,2758
4963,CNGB1,6351
4964,CNGB3,4062
4965,CNGB3-AS1,1686
4966,CNIH1,4951
4967,CNIH2,1552
4968,CNIH3,2807
4969,CNIH3-AS1,837
4970,CNIH3-AS2,3958
4971,CNIH4,4272
4972,CNKSR1,2856
4973,CNKSR2,13529
4974,CNKSR3,21241
4975,CNMD,1742
4976,CNN1,1858
4977,CNN2,2535
4978,CNN2P1,918
4979,CNN2P10,918
4980,CNN2P11,262
4981,CNN2P12,709
4982,CNN2P2,909
4983,CNN2P3,906
4984,CNN2P4,904
4985,CNN2P6,900
4986,CNN2P7,932
4987,CNN2P8,913
4988,CNN2P9,909
4989,CNN3,2343
4990,CNN3-DT,3044
4991,CNN3P1,935
4992,CNNM1,5765
4993,CNNM2,16163
4994,CNNM3,4923
4995,CNNM3-DT,2098
4996,CNNM4,4966
4997,CNOT1,8783
4998,CNOT10,3393
4999,CNOT10-AS1,466
5000,CNOT11,2726
5001,CNOT2,7251
5002,CNOT3,8540
5003,CNOT4,7007
5004,CNOT4P1,1199
5005,CNOT6,6715
5006,CNOT6L,9051
5007,CNOT6LP1,1462
5008,CNOT7,9340
5009,CNOT7P1,852
5010,CNOT7P2,832
5011,CNOT8,5961
5012,CNOT9,4490
5013,CNP,5204
5014,CNPPD1,4494
5015,CNPY1,4060
5016,CNPY2,3628
5017,CNPY2-AS1,3806
5018,CNPY3,2729
5019,CNPY4,1607
5020,CNR1,11288
5021,CNR2,5265
5022,CNRIP1,3446
5023,CNST,6893
5024,CNTD1,3252
5025,CNTF,1902
5026,CNTFR,8462
5027,CNTFR-AS1,1946
5028,CNTLN,9246
5029,CNTN1,7797
5030,CNTN2,8123
5031,CNTN3,5386
5032,CNTN4,5854
5033,CNTN4-AS1,1640
5034,CNTN4-AS2,426
5035,CNTN5,7751
5036,CNTN6,4839
5037,CNTNAP1,5537
5038,CNTNAP2,9805
5039,CNTNAP2-AS1,2145
5040,CNTNAP3,15574
5041,CNTNAP3B,10090
5042,CNTNAP3C,1728
5043,CNTNAP3P1,906
5044,CNTNAP3P2,3861
5045,CNTNAP3P5,888
5046,CNTNAP3P7,808
5047,CNTNAP4,6633
5048,CNTNAP5,11219
5049,CNTNAP5-DT,3154
5050,CNTRL,8153
5051,CNTROB,4274
5052,COA1,10100
5053,COA1P1,397
5054,COA3,780
5055,COA4,4668
5056,COA5,3151
5057,COA6,2288
5058,COA6-AS1,1056
5059,COA7,3996
5060,COA8,2860
5061,COASY,2480
5062,COBL,9580
5063,COBLL1,10713
5064,COBLP1,905
5065,COCH,3469
5066,COG1,3946
5067,COG2,3182
5068,COG3,5044
5069,COG4,2897
5070,COG5,7755
5071,COG6,7122
5072,COG7,3101
5073,COG8,4766
5074,COIL,2634
5075,COILP1,1699
5076,COL10A1,3696
5077,COL11A1,8406
5078,COL11A2,6833
5079,COL11A2P1,676
5080,COL12A1,12310
5081,COL13A1,3313
5082,COL14A1,9452
5083,COL15A1,5730
5084,COL15A1-AS1,450
5085,COL16A1,6125
5086,COL17A1,6603
5087,COL18A1,7372
5088,COL18A1-AS1,3425
5089,COL18A1-AS2,552
5090,COL19A1,9206
5091,COL1A1,5917
5092,COL1A2,5147
5093,COL20A1,8348
5094,COL21A1,4297
5095,COL22A1,6416
5096,COL23A1,3360
5097,COL24A1,6834
5098,COL25A1,8462
5099,COL25A1-DT,1951
5100,COL26A1,3490
5101,COL27A1,7813
5102,COL28A1,4297
5103,COL2A1,5275
5104,COL3A1,5492
5105,COL4A1,12744
5106,COL4A2,16033
5107,COL4A2-AS1,540
5108,COL4A2-AS2,1522
5109,COL4A3,8038
5110,COL4A4,10413
5111,COL4A5,7931
5112,COL4A6,6893
5113,COL5A1,8511
5114,COL5A1-AS1,566
5115,COL5A2,6947
5116,COL5A3,6207
5117,COL6A1,4218
5118,COL6A2,5969
5119,COL6A2-DT,672
5120,COL6A3,10889
5121,COL6A4P1,4566
5122,COL6A4P2,2753
5123,COL6A5,8969
5124,COL6A6,8689
5125,COL7A1,9338
5126,COL8A1,8840
5127,COL8A2,4669
5128,COL9A1,4329
5129,COL9A2,3010
5130,COL9A3,2589
5131,COLCA1,8098
5132,COLEC10,3522
5133,COLEC11,5451
5134,COLEC12,5727
5135,COLGALT1,3915
5136,COLGALT2,7150
5137,COLQ,3497
5138,COMETT,2180
5139,COMMD1,4831
5140,COMMD10,1586
5141,COMMD2,6102
5142,COMMD3,1185
5143,COMMD3-BMI1,1419
5144,COMMD4,1081
5145,COMMD4P1,380
5146,COMMD4P2,386
5147,COMMD5,2872
5148,COMMD5P1,675
5149,COMMD6,2097
5150,COMMD7,2110
5151,COMMD8,1522
5152,COMMD9,2995
5153,COMP,2909
5154,COMT,6960
5155,COMTD1,1777
5156,COP1,3224
5157,COP1-DT,6294
5158,COP1P1,2176
5159,COPA,5420
5160,COPB1,6093
5161,COPB2,5912
5162,COPB2-DT,13597
5163,COPDA1,548
5164,COPE,1263
5165,COPG1,3685
5166,COPG2,4021
5167,COPG2IT1,7947
5168,COPRS,1185
5169,COPRSP1,529
5170,COPS2,6659
5171,COPS3,2172
5172,COPS3P1,1223
5173,COPS4,2736
5174,COPS5,2033
5175,COPS5P1,785
5176,COPS5P2,336
5177,COPS6,1936
5178,COPS7A,2310
5179,COPS7B,5002
5180,COPS8,3510
5181,COPS8-DT,9167
5182,COPS8P1,629
5183,COPS8P2,627
5184,COPS8P3,482
5185,COPS9,986
5186,COPZ1,3082
5187,COPZ2,988
5188,COQ10A,1959
5189,COQ10B,2427
5190,COQ10BP2,724
5191,COQ2,2153
5192,COQ3,1541
5193,COQ4,2572
5194,COQ5,1561
5195,COQ6,2414
5196,COQ7,3604
5197,COQ7-DT,2308
5198,COQ8A,6666
5199,COQ8B,3961
5200,COQ9,1859
5201,CORIN,5497
5202,CORO1A,2745
5203,CORO1A-AS1,787
5204,CORO1B,5392
5205,CORO1C,5716
5206,CORO1CP1,802
5207,CORO2A,6539
5208,CORO2B,3997
5209,CORO6,2843
5210,CORO7,3598
5211,CORO7-PAM16,3284
5212,CORT,914
5213,COSMOC,1366
5214,COTL1,1842
5215,COTL1P1,375
5216,COTL1P2,352
5217,COX10,3172
5218,COX10-DT,9392
5219,COX11,3589
5220,COX11P1,835
5221,COX14,2958
5222,COX15,5081
5223,COX16,1912
5224,COX16P1,310
5225,COX17,9656
5226,COX17P1,192
5227,COX18,6849
5228,COX19,4839
5229,COX20,2739
5230,COX20P1,357
5231,COX20P2,358
5232,COX4I1,3348
5233,COX4I1P1,509
5234,COX4I1P2,547
5235,COX4I2,790
5236,COX5A,1761
5237,COX5AP1,459
5238,COX5AP2,394
5239,COX5B,1049
5240,COX5BP1,393
5241,COX5BP2,334
5242,COX5BP3,367
5243,COX5BP4,382
5244,COX5BP6,211
5245,COX5BP7,274
5246,COX5BP8,349
5247,COX6A1,549
5248,COX6A1P1,331
5249,COX6A1P2,330
5250,COX6A1P3,293
5251,COX6A1P4,318
5252,COX6A1P5,323
5253,COX6A1P6,328
5254,COX6A1P7,225
5255,COX6A2,417
5256,COX6B1,1395
5257,COX6B1P1,213
5258,COX6B1P2,230
5259,COX6B1P3,260
5260,COX6B1P4,484
5261,COX6B1P5,249
5262,COX6B1P6,255
5263,COX6B1P7,235
5264,COX6B2,2790
5265,COX6C,4172
5266,COX6CP1,215
5267,COX6CP10,224
5268,COX6CP11,229
5269,COX6CP12,202
5270,COX6CP13,226
5271,COX6CP14,174
5272,COX6CP15,211
5273,COX6CP16,216
5274,COX6CP17,185
5275,COX6CP18,222
5276,COX6CP2,225
5277,COX6CP3,223
5278,COX6CP4,228
5279,COX6CP5,228
5280,COX6CP6,228
5281,COX6CP7,208
5282,COX6CP8,226
5283,COX7A1,462
5284,COX7A2,1287
5285,COX7A2L,3387
5286,COX7A2P1,315
5287,COX7A2P2,250
5288,COX7B,3274
5289,COX7B2,678
5290,COX7BP2,242
5291,COX7BP3,238
5292,COX7BP4,226
5293,COX7BP6,242
5294,COX7C,2016
5295,COX7CP1,192
5296,COX7CP2,190
5297,COX7CP3,190
5298,COX7CP4,193
5299,COX8A,494
5300,COX8BP,113
5301,COX8C,542
5302,COX8CP1,214
5303,CP,4621
5304,CPA1,1395
5305,CPA2,1330
5306,CPA3,1795
5307,CPA4,2817
5308,CPA5,2631
5309,CPA6,2104
5310,CPAMD8,7081
5311,CPAMD8P1,2032
5312,CPAP,5236
5313,CPB1,1773
5314,CPB2,7114
5315,CPB2-AS1,12364
5316,CPD,9784
5317,CPDP1,283
5318,CPE,2606
5319,CPEB1,6535
5320,CPEB1-AS1,5014
5321,CPEB2,7080
5322,CPEB2-DT,4024
5323,CPEB3,9277
5324,CPEB4,9772
5325,CPED1,6704
5326,CPHL1P,3407
5327,CPHXL,1359
5328,CPHXL2,1240
5329,CPLANE1,11380
5330,CPLANE1-AS1,3082
5331,CPLANE2,1673
5332,CPLX1,3308
5333,CPLX2,7672
5334,CPLX3,2002
5335,CPLX4,3545
5336,CPM,8147
5337,CPMER,819
5338,CPN1,1963
5339,CPN2,4123
5340,CPNE1,3085
5341,CPNE2,3210
5342,CPNE2-DT,472
5343,CPNE3,6683
5344,CPNE4,5827
5345,CPNE5,3518
5346,CPNE6,2268
5347,CPNE7,2762
5348,CPNE8,4116
5349,CPNE8-AS1,1280
5350,CPNE9,2411
5351,CPO,1245
5352,CPOX,2892
5353,CPP,1464
5354,CPPED1,6188
5355,CPQ,3924
5356,CPS1,7972
5357,CPS1-IT1,2306
5358,CPSF1,5179
5359,CPSF1P1,3730
5360,CPSF1P2,743
5361,CPSF2,15358
5362,CPSF3,3468
5363,CPSF4,2353
5364,CPSF4L,1528
5365,CPSF6,14378
5366,CPSF6P1,343
5367,CPSF7,5313
5368,CPT1A,5975
5369,CPT1B,3655
5370,CPT1C,3682
5371,CPT2,2883
5372,CPTP,3912
5373,CPVL,4185
5374,CPVL-AS1,449
5375,CPVL-AS2,6364
5376,CPXCR1,1630
5377,CPXM1,2433
5378,CPXM2,3894
5379,CPZ,2647
5380,CR1,9958
5381,CR1-AS1,1348
5382,CR1L,1829
5383,CR2,4313
5384,CRABP1,970
5385,CRABP2,1561
5386,CRACD,7564
5387,CRACDL,4225
5388,CRACR2A,5917
5389,CRACR2B,3373
5390,CRADD,2724
5391,CRADD-AS1,2587
5392,CRADDP1,596
5393,CRAMP1,8049
5394,CRAT,4079
5395,CRAT37,4784
5396,CRB1,11330
5397,CRB2,5821
5398,CRB3,1600
5399,CRB3P1,276
5400,CRBN,4132
5401,CRCP,2950
5402,CRCT1,718
5403,CREB1,11111
5404,CREB3,3548
5405,CREB3L1,2711
5406,CREB3L2,8477
5407,CREB3L2-AS1,577
5408,CREB3L3,2703
5409,CREB3L4,3405
5410,CREB5,9139
5411,CREBBP,10790
5412,CREBL2,3918
5413,CREBRF,10950
5414,CREBZF,7304
5415,CREG1,3303
5416,CREG2,6292
5417,CRELD1,5002
5418,CRELD2,2262
5419,CREM,5087
5420,CRH,1332
5421,CRHBP,2077
5422,CRHR1,4005
5423,CRHR2,4089
5424,CRIM1,6230
5425,CRIM1-DT,1423
5426,CRIP1,2427
5427,CRIP1P1,185
5428,CRIP1P2,228
5429,CRIP1P3,220
5430,CRIP1P4,229
5431,CRIP2,2050
5432,CRIP3,1623
5433,CRIPT,6848
5434,CRIPTO,5474
5435,CRIPTO3,2710
5436,CRIPTOP1,527
5437,CRIPTOP2,562
5438,CRIPTOP4,520
5439,CRIPTOP5,453
5440,CRIPTOP6,448
5441,CRIPTOP7,559
5442,CRISP1,2007
5443,CRISP2,5706
5444,CRISP3,2255
5445,CRISPLD1,4627
5446,CRISPLD2,5297
5447,CRK,3854
5448,CRK-AS1,570
5449,CRKL,5387
5450,CRLF1,2499
5451,CRLF2,3076
5452,CRLF3,2894
5453,CRLF3P1,1284
5454,CRLF3P2,1289
5455,CRLF3P3,1219
5456,CRLS1,4337
5457,CRMA,6435
5458,CRMP1,4013
5459,CRNDE,26513
5460,CRNKL1,4406
5461,CRNN,1902
5462,CROCC,6801
5463,CROCC2,5382
5464,CROCCP1,5675
5465,CROCCP2,2773
5466,CROCCP3,6351
5467,CROCCP4,498
5468,CROCCP5,830
5469,CROT,4396
5470,CRP,2015
5471,CRPP1,625
5472,CRPPA,6439
5473,CRPPA-AS1,2252
5474,CRTAC1,3198
5475,CRTAM,2815
5476,CRTAP,6690
5477,CRTC1,7260
5478,CRTC1P1,1875
5479,CRTC2,2703
5480,CRTC3,6333
5481,CRTC3-AS1,2574
5482,CRX,4372
5483,CRY1,3328
5484,CRY2,7379
5485,CRYAA,1651
5486,CRYAB,3933
5487,CRYBA1,798
5488,CRYBA2,1721
5489,CRYBA4,809
5490,CRYBB1,1467
5491,CRYBB2,2827
5492,CRYBB2P1,6466
5493,CRYBB3,855
5494,CRYBG1,10039
5495,CRYBG2,6269
5496,CRYBG3,10779
5497,CRYGA,622
5498,CRYGB,631
5499,CRYGC,627
5500,CRYGD,642
5501,CRYGEP,528
5502,CRYGFP,633
5503,CRYGGP,145
5504,CRYGN,2264
5505,CRYGS,1157
5506,CRYL1,1832
5507,CRYM,1585
5508,CRYZ,9465
5509,CRYZL1,3977
5510,CRYZL2P,7839
5511,CRYZL2P-SEC16B,5490
5512,CRYZP1,947
5513,CRYZP2,1049
5514,CS,3146
5515,CSAD,4247
5516,CSAG1,1086
5517,CSAG2,855
5518,CSAG3,1216
5519,CSAG4,755
5520,CSDC2,4096
5521,CSDE1,9368
5522,CSE1L,4047
5523,CSE1L-DT,1084
5524,CSF1,5259
5525,CSF1R,4081
5526,CSF2,788
5527,CSF2RA,8904
5528,CSF2RB,4956
5529,CSF2RBP1,391
5530,CSF3,1771
5531,CSF3R,4590
5532,CSGALNACT1,8492
5533,CSGALNACT1-AS1,1128
5534,CSGALNACT2,6785
5535,CSGALNACT2-DT,1512
5536,CSGALNACT2P1,946
5537,CSGALNACT2P2,291
5538,CSH1,1170
5539,CSH2,1173
5540,CSHL1,1185
5541,CSK,4992
5542,CSKMT,2348
5543,CSMD1,14481
5544,CSMD2,13877
5545,CSMD2-AS1,2341
5546,CSMD3,13281
5547,CSN1S1,998
5548,CSN1S2AP,755
