gene_id,gene_symbol,chromosome,start,end,exon_length_bp
ENSMUSG00000028248,Pnisr,chr4,21847580,21878215,55745
ENSMUSG00000028249,Sdcbp,chr4,6365547,6408848,69596
ENSMUSG00000028251,Tstd3,chr4,21756168,21767220,16605
ENSMUSG00000028252,Ccnc,chr4,21727640,21759922,50581
ENSMUSG00000028255,Clca1,chr3,144709578,144738537,3655
ENSMUSG00000028256,Odf2l,chr3,144824296,144860157,91540
ENSMUSG00000028259,Fhl5,chr4,25193390,25242876,15322
ENSMUSG00000028261,Ndufaf4,chr4,24898079,24905001,13093
ENSMUSG00000028262,Clca3a2,chr3,144502320,144525255,3654
ENSMUSG00000028264,Spaca1,chr4,34024872,34050191,4412
ENSMUSG00000028266,Lmo4,chr3,143894143,143911774,19829
ENSMUSG00000028268,Gbp3,chr3,142265731,142278979,27026
ENSMUSG00000028270,Gbp2,chr3,142326349,142343779,10176
ENSMUSG00000028271,Gtf2b,chr3,142470806,142489368,1455
ENSMUSG00000028273,Pdlim5,chr3,141945345,142101830,195978
ENSMUSG00000028274,Rngtt,chr4,33310307,33502614,32477
ENSMUSG00000028277,Ube2j1,chr4,33031369,33052363,31875
ENSMUSG00000028278,Rragd,chr4,32982984,33025899,24074
ENSMUSG00000028280,Gabrr1,chr4,33125923,33163588,4654
ENSMUSG00000028282,Casp8ap2,chr4,32615429,32653265,27714
ENSMUSG00000028284,Map3k7,chr4,31963864,32051628,41112
ENSMUSG00000028287,1700009N14Rik,chr4,39450278,39451785,2551
ENSMUSG00000028289,Epha7,chr4,28813034,28967507,111056
ENSMUSG00000028291,Akirin2,chr4,34550901,34573348,7873
ENSMUSG00000028292,Rars2,chr4,34614638,34660904,33037
ENSMUSG00000028293,Slc35a1,chr4,34663244,34687461,12065
ENSMUSG00000028294,Cfap206,chr4,34688559,34730238,12643
ENSMUSG00000028295,Smim8,chr4,34767227,34778423,23445
ENSMUSG00000028298,Cga,chr4,34893779,34907371,3010
ENSMUSG00000028300,C9orf72,chr4,35191282,35226186,61145
ENSMUSG00000028307,Aldob,chr4,49535978,49549546,18497
ENSMUSG00000028309,Rnf20,chr4,49632006,49656892,23292
ENSMUSG00000028310,Ppp3r2,chr4,49678747,49682385,9446
ENSMUSG00000028312,Smc2,chr4,52439214,52488264,16156
ENSMUSG00000028314,Toporsl,chr4,52596269,52612430,8036
ENSMUSG00000028318,Polr1e,chr4,45018583,45038513,17920
ENSMUSG00000028322,Exosc3,chr4,45316173,45342732,10212
ENSMUSG00000028327,Stra6l,chr4,45848664,45887011,16207
ENSMUSG00000028328,Tmod1,chr4,46038541,46116036,47205
ENSMUSG00000028329,Xpa,chr4,46154887,46196600,16367
ENSMUSG00000028330,Ncbp1,chr4,46138458,46175268,30727
ENSMUSG00000028331,Trmo,chr4,46375505,46389444,3095
ENSMUSG00000028332,Hemgn,chr4,46393989,46413506,6834
ENSMUSG00000028333,Anp32b,chr4,46450872,46472661,22233
ENSMUSG00000028334,Nans,chr4,46489248,46503632,10386
ENSMUSG00000028337,Coro2a,chr4,46536937,46602202,12402
ENSMUSG00000028339,Col15a1,chr4,47207582,47313179,22167
ENSMUSG00000028341,Nr4a3,chr4,48045153,48086447,5722
ENSMUSG00000028343,Erp44,chr4,48190717,48280022,24029
ENSMUSG00000028344,Invs,chr4,48279760,48431957,10649
ENSMUSG00000028345,Tex10,chr4,48427432,48473525,64495
ENSMUSG00000028347,Tmeff1,chr4,48584869,48663136,19558
ENSMUSG00000028348,Cavin4,chr4,48663503,48674045,2608
ENSMUSG00000028351,Brinp1,chr4,68679528,68873150,62132
ENSMUSG00000028354,Fmn2,chr1,174329363,174650304,17508
ENSMUSG00000028356,Ambp,chr4,63061512,63073036,2478
ENSMUSG00000028357,Kif12,chr4,63083867,63090376,4533
ENSMUSG00000028358,Zfp618,chr4,62883405,63057949,84202
ENSMUSG00000028359,Orm3,chr4,63274208,63277748,2490
ENSMUSG00000028360,Slc44a5,chr3,153679038,153978633,49594
ENSMUSG00000028362,Tnfsf8,chr4,63749542,63779592,7564
ENSMUSG00000028364,Tnc,chr4,63878014,63965443,94333
ENSMUSG00000028367,Txn1,chr4,57934208,57956424,11435
ENSMUSG00000028369,Svep1,chr4,58042442,58206859,11629
ENSMUSG00000028370,Pappa,chr4,65042411,65275746,11027
ENSMUSG00000028373,Astn2,chr4,65299040,66322848,22020
ENSMUSG00000028378,Ptgr1,chr4,58965203,58987131,12031
ENSMUSG00000028381,Ugcg,chr4,59189035,59222845,20548
ENSMUSG00000028382,Ptbp3,chr4,59471868,59549371,82946
ENSMUSG00000028383,Hsdl2,chr4,59580810,59618694,66363
ENSMUSG00000028385,Snx30,chr4,59805750,59904739,32839
ENSMUSG00000028386,Slc46a2,chr4,59904881,59915063,3085
ENSMUSG00000028389,Zfp37,chr4,62107776,62149284,32940
ENSMUSG00000028391,Wdr31,chr4,62366890,62389206,61512
ENSMUSG00000028392,Bspry,chr4,62398268,62415535,6327
ENSMUSG00000028393,Alad,chr4,62423283,62438587,35469
ENSMUSG00000028394,Pole3,chr4,62439288,62443632,9580
ENSMUSG00000028396,2310002L09Rik,chr4,73857077,73871458,10907
ENSMUSG00000028397,Kdm4c,chr4,74160734,74324757,59497
ENSMUSG00000028398,Dmac1,chr4,75192314,75196575,8145
ENSMUSG00000028399,Ptprd,chr4,75859475,78130198,293414
ENSMUSG00000028402,Mpdz,chr4,81196710,81371541,204757
ENSMUSG00000028403,Zdhhc21,chr4,82716848,82778195,102174
ENSMUSG00000028405,Aco1,chr4,40142998,40199010,84039
ENSMUSG00000028407,Smim27,chr4,40269564,40271879,1646
ENSMUSG00000028409,Smu1,chr4,40724205,40757923,131595
ENSMUSG00000028410,Dnaja1,chr4,40722056,40737149,103472
ENSMUSG00000028411,Aptx,chr4,40651532,40703197,68721
ENSMUSG00000028412,Slc44a1,chr4,53440223,53622479,47501
ENSMUSG00000028413,B4galt1,chr4,40804602,40854046,19340
ENSMUSG00000028414,Fktn,chr4,53713904,53777901,87847
ENSMUSG00000028415,Spink4,chr4,40920044,40931396,3147
ENSMUSG00000028416,Bag1,chr4,40934152,40948318,7238
ENSMUSG00000028417,Tal2,chr4,53779467,53795809,2971
ENSMUSG00000028419,Chmp5,chr4,40947737,40965719,6058
ENSMUSG00000028420,Tmem38b,chr4,53825984,53862026,29850
ENSMUSG00000028423,Nfx1,chr4,40970906,41028758,100346
ENSMUSG00000028426,Rad23b,chr4,55349979,55392237,21374
ENSMUSG00000028427,Aqp7,chr4,41032835,41048211,50202
ENSMUSG00000028430,Nol6,chr4,41113617,41124471,32192
ENSMUSG00000028431,Elp1,chr4,56746557,56802572,67272
ENSMUSG00000028433,Ubap2,chr4,41194309,41275367,119638
ENSMUSG00000028434,Epb41l4b,chr4,56991955,57143758,38724
ENSMUSG00000028435,Aqp3,chr4,41092722,41098183,5231
ENSMUSG00000028436,Dcaf12,chr4,41281615,41314938,31671
ENSMUSG00000028437,Ubap1,chr4,41348993,41390525,46909
ENSMUSG00000028438,Kif24,chr4,41389632,41464901,16628
ENSMUSG00000028439,Fam219a,chr4,41517690,41569588,27220
ENSMUSG00000028441,Spmip6,chr4,41505008,41517340,1998
ENSMUSG00000028443,Nudt2,chr4,41465060,41485231,18950
ENSMUSG00000028444,Cntfr,chr4,41657498,41697089,21001
ENSMUSG00000028445,Enho,chr4,41638144,41640376,1321
ENSMUSG00000028447,Dctn3,chr4,41714797,41723209,15031
ENSMUSG00000028451,Spata31g1,chr4,42969604,42983646,3727
ENSMUSG00000028452,Vcp,chr4,42979412,43000527,50807
ENSMUSG00000028453,Fancg,chr4,43002337,43010527,18927
ENSMUSG00000028454,Pigo,chr4,43016963,43025872,39352
ENSMUSG00000028455,Stoml2,chr4,43026021,43031710,43426
ENSMUSG00000028456,Unc13b,chr4,43058940,43264885,64777
ENSMUSG00000028457,Atp8b5,chr4,43267135,43373833,12382
ENSMUSG00000028458,Tesk1,chr4,43441939,43451681,27209
ENSMUSG00000028459,Cd72,chr4,43446431,43455129,25813
ENSMUSG00000028460,Sit1,chr4,43482081,43483734,1228
ENSMUSG00000028461,Ccdc107,chr4,43492900,43496390,3820
ENSMUSG00000028463,Car9,chr4,43506966,43513729,4181
ENSMUSG00000028464,Tpm2,chr4,43514697,43524949,70816
ENSMUSG00000028465,Tln1,chr4,43531513,43562691,25161
ENSMUSG00000028466,Creb3,chr4,43557639,43577647,20374
ENSMUSG00000028467,Gba2,chr4,43564519,43578922,29670
ENSMUSG00000028468,Rgp1,chr4,43578710,43587487,9093
ENSMUSG00000028469,Npr2,chr4,43631339,43651436,44249
ENSMUSG00000028470,Hint2,chr4,43653896,43656481,5906
ENSMUSG00000028475,Spaar,chr4,43730023,43759462,8659
ENSMUSG00000028476,Reck,chr4,43875514,43944806,17832
ENSMUSG00000028478,Clta,chr4,44004439,44034394,67264
ENSMUSG00000028479,Gne,chr4,44034074,44084187,81207
ENSMUSG00000028480,Glipr2,chr4,43957401,43979118,9142
ENSMUSG00000028483,Snapc3,chr4,83335947,83387434,18495
ENSMUSG00000028484,Psip1,chr4,83341129,83404904,78069
ENSMUSG00000028487,Bnc2,chr4,84193332,84593512,16716
ENSMUSG00000028488,Sh3gl2,chr4,85123358,85557432,25081
ENSMUSG00000028492,Saxo1,chr4,86362858,86476565,1892
ENSMUSG00000028494,Plin2,chr4,86565912,86588459,34154
ENSMUSG00000028495,Rps6,chr4,86748406,86775674,21437
ENSMUSG00000028496,Mllt3,chr4,87687837,87951610,27648
ENSMUSG00000028497,Hacd4,chr4,88314381,88357202,15842
ENSMUSG00000028514,Usp24,chr4,106173176,106305586,101958
ENSMUSG00000028517,Plpp3,chr4,105014421,105089964,24543
ENSMUSG00000028518,Prkaa2,chr4,104886845,104967102,7969
ENSMUSG00000028519,Dab1,chr4,103476556,104602041,242000
ENSMUSG00000028520,4921539E11Rik,chr4,103087642,103148060,6487
ENSMUSG00000028521,Slc35d1,chr4,103027846,103072586,14377
ENSMUSG00000028522,Mier1,chr4,102971587,103022951,37103
ENSMUSG00000028523,Dynlt5,chr4,102835803,102862791,10103
ENSMUSG00000028524,Sgip1,chr4,102598494,102834605,697782
ENSMUSG00000028525,Pde4b,chr4,101944740,102465716,36299
ENSMUSG00000028527,Ak4,chr4,101276265,101324968,30708
ENSMUSG00000028528,Dnajc6,chr4,101353743,101502342,53823
ENSMUSG00000028530,Jak1,chr4,101008838,101122487,172860
ENSMUSG00000028532,Cachd1,chr4,100633866,100886417,28486
ENSMUSG00000028533,Izumo3,chr4,92032389,92035471,2693
ENSMUSG00000028536,2610528J11Rik,chr4,118384196,118387425,2276
ENSMUSG00000028538,St3gal3,chr4,117789348,117992380,42990
ENSMUSG00000028539,Artn,chr4,117783113,117786993,12680
ENSMUSG00000028540,Dph2,chr4,117745840,117749248,19351
ENSMUSG00000028541,B4galt2,chr4,117726454,117740739,21574
ENSMUSG00000028542,Slc6a9,chr4,117691703,117732395,35730
ENSMUSG00000028544,Slc5a9,chr4,111732572,111760115,13106
ENSMUSG00000028545,Bend5,chr4,111272125,111317495,9113
ENSMUSG00000028546,Elavl4,chr4,110060810,110209142,50251
ENSMUSG00000028549,Itgb3bp,chr4,99650941,99787010,30886
ENSMUSG00000028550,Atg4c,chr4,99082118,99171179,177215
ENSMUSG00000028551,Cdkn2c,chr4,109517957,109524386,18275
ENSMUSG00000028552,Eps15,chr4,109137367,109245014,71621
ENSMUSG00000028553,Angptl3,chr4,98919145,98934348,3293
ENSMUSG00000028555,Ttc39a,chr4,109263820,109303637,27773
ENSMUSG00000028556,Dock7,chr4,98823857,99009199,47880
ENSMUSG00000028557,Rnf11,chr4,109301926,109341925,41260
ENSMUSG00000028558,Calr4,chr4,109091682,109111768,5984
ENSMUSG00000028559,Osbpl9,chr4,108918342,109059480,84538
ENSMUSG00000028560,Usp1,chr4,98811878,98823780,16945
ENSMUSG00000028563,Tm2d1,chr4,98243603,98271543,6927
ENSMUSG00000028565,Nfia,chr4,97660971,98007111,96023
ENSMUSG00000028567,Txndc12,chr4,108691574,108719847,12068
ENSMUSG00000028568,Btf3l4,chr4,108671492,108691486,67248
ENSMUSG00000028571,Cyp2j13,chr4,95915771,95965813,21156
ENSMUSG00000028572,Hook1,chr4,95855418,95913651,29112
ENSMUSG00000028573,Fggy,chr4,95445698,95815188,118942
ENSMUSG00000028575,Eqtn,chr4,94795319,94817080,4195
ENSMUSG00000028576,Ift74,chr4,94502652,94584411,62084
ENSMUSG00000028577,Plaa,chr4,94453373,94491703,103980
ENSMUSG00000028578,Caap1,chr4,94387415,94445042,25024
ENSMUSG00000028580,Pum1,chr4,130390404,130510417,883306
ENSMUSG00000028581,Laptm5,chr4,130638161,130663452,13169
ENSMUSG00000028582,Cc2d1b,chr4,108476527,108492884,55464
ENSMUSG00000028583,Pdpn,chr4,142990871,143026143,14820
ENSMUSG00000028584,Lrrc38,chr4,143076327,143117353,4335
ENSMUSG00000028587,Orc1,chr4,108436540,108473245,24184
ENSMUSG00000028589,Cfap107,chr4,144144751,144165375,2927
ENSMUSG00000028591,Pramel13,chr4,144118239,144135034,24421
ENSMUSG00000028593,Aadacl4fm1,chr4,144246392,144255923,1406
ENSMUSG00000028597,Gpx7,chr4,108257583,108264158,5612
ENSMUSG00000028599,Tnfrsf1b,chr4,144938938,144973477,4913
ENSMUSG00000028600,Podn,chr4,107871988,107889534,6314
ENSMUSG00000028601,Echdc2,chr4,108022439,108036510,20342
ENSMUSG00000028602,Tnfrsf8,chr4,144993707,145041734,3414
ENSMUSG00000028603,Scp2,chr4,107901025,108002195,31899
ENSMUSG00000028607,Cpt2,chr4,107751473,107780812,15296
ENSMUSG00000028608,Czib,chr4,107747005,107756695,26976
ENSMUSG00000028609,Magoh,chr4,107736943,107744621,3343
ENSMUSG00000028610,Dmrtb1,chr4,107533483,107543292,3869
ENSMUSG00000028613,Lrp8,chr4,107659066,107734038,213244
ENSMUSG00000028614,Ndc1,chr4,107224973,107273544,65965
ENSMUSG00000028617,Lrrc42,chr4,107090711,107110740,21605
ENSMUSG00000028618,Tmem59,chr4,107035567,107058198,17643
ENSMUSG00000028619,Tceanc2,chr4,106991352,107036669,49753
ENSMUSG00000028621,Cyb5rl,chr4,106923432,106945465,72008
ENSMUSG00000028622,Mrpl37,chr4,106912099,106924560,7829
ENSMUSG00000028626,Col9a2,chr4,120896582,120912523,8655
ENSMUSG00000028629,Exo5,chr4,120778227,120782229,4357
ENSMUSG00000028630,Dyrk2,chr10,118691508,118706114,34430
ENSMUSG00000028631,Kcnq4,chr4,120553331,120605809,49480
ENSMUSG00000028633,Ctps1,chr4,120395395,120471131,76738
ENSMUSG00000028634,Hivep3,chr4,119590981,119995242,22064
ENSMUSG00000028635,Edn2,chr4,120018403,120024557,1462
ENSMUSG00000028636,Ppcs,chr4,119275724,119279628,4992
ENSMUSG00000028637,Ccdc30,chr4,119179663,119272945,102210
ENSMUSG00000028639,Ybx1,chr4,119134524,119151950,19728
ENSMUSG00000028640,Tfap2c,chr2,172391321,172400542,23686
ENSMUSG00000028641,P3h1,chr4,119089974,119106174,21444
ENSMUSG00000028642,Tmem269,chr4,119062252,119075414,8076
ENSMUSG00000028643,Svbp,chr4,119052503,119058495,3441
ENSMUSG00000028644,Ermap,chr4,119032654,119047208,14987
ENSMUSG00000028645,Slc2a1,chr4,118965908,118996365,17764
ENSMUSG00000028646,Rragc,chr4,123811217,123830793,13803
ENSMUSG00000028647,Mycbp,chr4,123798625,123810751,12880
ENSMUSG00000028648,Ndufs5,chr4,123606481,123612002,6855
ENSMUSG00000028649,Macf1,chr4,123243384,123581331,75991
ENSMUSG00000028651,Ppie,chr4,123017508,123033786,8058
ENSMUSG00000028653,Trit1,chr4,122910335,122948766,7010
ENSMUSG00000028654,Mycl,chr4,122889408,122896282,17974
ENSMUSG00000028655,Mfsd2a,chr4,122840643,122855244,12725
ENSMUSG00000028656,Cap1,chr4,122752832,122779903,55860
ENSMUSG00000028657,Ppt1,chr4,122730010,122754948,24999
ENSMUSG00000028661,Epha8,chr4,136656730,136684202,9570
ENSMUSG00000028664,Ephb2,chr4,136374850,136563351,43729
ENSMUSG00000028668,Eloa,chr4,135730207,135749074,20690
ENSMUSG00000028669,Pithd1,chr4,135702768,135714594,9623
ENSMUSG00000028670,Lypla2,chr4,135695525,135700986,29766
ENSMUSG00000028671,Gale,chr4,135690936,135695502,13573
ENSMUSG00000028672,Hmgcl,chr4,135673757,135689928,24873
ENSMUSG00000028673,Fuca1,chr4,135648004,135668235,15194
ENSMUSG00000028675,Pnrc2,chr4,135597733,135601389,2814
ENSMUSG00000028676,Srsf10,chr4,135583043,135602548,33593
ENSMUSG00000028677,Rnf220,chr4,117128659,117354273,38411
ENSMUSG00000028678,Kif2c,chr4,117016830,117039836,14144
ENSMUSG00000028680,Plk3,chr4,116985852,116991226,12013
ENSMUSG00000028681,Ptch2,chr4,116953210,116973298,8775
ENSMUSG00000028683,Eif2b3,chr4,116876588,116945947,52903
ENSMUSG00000028684,Urod,chr4,116844840,116851610,36308
ENSMUSG00000028687,Mutyh,chr4,116664533,116676638,14732
ENSMUSG00000028688,Toe1,chr4,116651288,116664921,10034
ENSMUSG00000028689,Ccdc163,chr4,116565665,116608403,7213
ENSMUSG00000028690,Mmachc,chr4,116559108,116565752,17036
ENSMUSG00000028691,Prdx1,chr4,116532123,116558398,49204
ENSMUSG00000028692,Akr1a1,chr4,116493703,116516804,19493
ENSMUSG00000028693,Nasp,chr4,116458246,116485215,33644
ENSMUSG00000028696,Ipp,chr4,116364710,116399335,65647
ENSMUSG00000028698,Pik3r3,chr4,116078393,116160255,47909
ENSMUSG00000028699,Tspan1,chr4,116019066,116024862,3903
ENSMUSG00000028700,Pomgnt1,chr4,115980970,116017129,80466
ENSMUSG00000028701,Lurap1,chr4,115985903,116008535,9442
ENSMUSG00000028702,Rad54l,chr4,115948561,115980894,25626
ENSMUSG00000028703,Lrrc41,chr4,115932466,115954304,11534
ENSMUSG00000028706,Nsun4,chr4,115890039,115911073,6359
ENSMUSG00000028707,Dmbx1,chr4,115772316,115797125,13852
ENSMUSG00000028708,Mknk1,chr4,115696372,115736456,152567
ENSMUSG00000028709,Mob3c,chr4,115685246,115693382,16046
ENSMUSG00000028710,Atpaf1,chr4,115641986,115679852,32743
ENSMUSG00000028712,Cyp4a31,chr4,115420818,115436212,5012
ENSMUSG00000028713,Cyp4b1,chr4,115476281,115504999,12687
ENSMUSG00000028715,Cyp4a14,chr4,115343397,115353344,4762
ENSMUSG00000028716,Pdzk1ip1,chr4,114945905,114951096,3986
ENSMUSG00000028717,Tal1,chr4,114913623,114928952,21647
ENSMUSG00000028718,Stil,chr4,114857354,114900952,21275
ENSMUSG00000028719,Cmpk1,chr4,114802024,114844454,5112
ENSMUSG00000028729,Ebna1bp2,chr4,118477794,118492185,46863
ENSMUSG00000028730,Cfap57,chr4,118411748,118477974,7770
ENSMUSG00000028736,Pax7,chr4,139464373,139560839,17565
ENSMUSG00000028737,Aldh4a1,chr4,139350146,139377003,32733
ENSMUSG00000028738,Tas1r2,chr4,139380849,139397591,6007
ENSMUSG00000028741,Mrto4,chr4,139074746,139079922,7935
ENSMUSG00000028743,Akr7a5,chr4,139038021,139046813,3300
ENSMUSG00000028744,Slc66a1,chr4,139021331,139038027,18095
ENSMUSG00000028745,Capzb,chr4,138920210,139019142,39703
ENSMUSG00000028747,Htr6,chr4,138786811,138802923,6860
ENSMUSG00000028749,Pla2g2f,chr4,138477843,138484957,4996
ENSMUSG00000028750,Pla2g2c,chr4,138451966,138473443,16138
ENSMUSG00000028751,Pla2g2e,chr4,138605253,138610128,2355
ENSMUSG00000028753,Vwa5b1,chr4,138291541,138363278,26419
ENSMUSG00000028755,Cda,chr4,138065735,138095371,2455
ENSMUSG00000028756,Pink1,chr4,138039346,138053618,10186
ENSMUSG00000028757,Ddost,chr4,138032018,138040859,37094
ENSMUSG00000028758,Kif17,chr4,137977746,138031605,361791
ENSMUSG00000028759,Hp1bp3,chr4,137943536,137971994,233813
ENSMUSG00000028760,Eif4g3,chr4,137720333,137935819,42063
ENSMUSG00000028763,Hspg2,chr4,137196079,137298231,35429
ENSMUSG00000028766,Alpl,chr4,137469039,137524102,50912
ENSMUSG00000028771,Ptpn12,chr5,21191642,21261050,16834
ENSMUSG00000028772,Zcchc17,chr4,130206184,130253817,22979
ENSMUSG00000028773,Fabp3,chr4,130202388,130209259,7057
ENSMUSG00000028776,Tinagl1,chr4,130058247,130069509,35122
ENSMUSG00000028777,Gnat3,chr5,18167547,18225473,2002
ENSMUSG00000028778,Hcrtr1,chr4,130024004,130033557,8038
ENSMUSG00000028779,Pef1,chr4,129996351,130021930,13792
ENSMUSG00000028780,Sema3c,chr5,17779219,17935648,35024
ENSMUSG00000028782,Adgrb2,chr4,129877901,129916437,156106
ENSMUSG00000028784,Spocd1,chr4,129822561,129850908,3577
ENSMUSG00000028785,Hpca,chr4,129005306,129015916,71820
ENSMUSG00000028786,Tmem54,chr4,128999341,129005422,4209
ENSMUSG00000028788,Ptp4a2,chr4,129705012,129744185,140938
ENSMUSG00000028789,Azin2,chr4,128822025,128856568,85975
ENSMUSG00000028790,Khdrbs1,chr4,129594392,129636173,25935
ENSMUSG00000028792,Ak2,chr4,128885751,128905322,8901
ENSMUSG00000028793,Rnf19b,chr4,128951844,128979679,9629
ENSMUSG00000028794,A3galt2,chr4,128649157,128663093,6218
ENSMUSG00000028795,Ccdc28b,chr4,129513064,129517931,13081
ENSMUSG00000028796,Phc2,chr4,128548459,128648100,65222
ENSMUSG00000028797,Tmem234,chr4,129494461,129526813,9354
ENSMUSG00000028798,Eif3i,chr4,129485753,129494849,14032
ENSMUSG00000028799,Zfp362,chr4,128666879,128700374,7392
ENSMUSG00000028800,Hdac1,chr4,129409895,129436631,7531
ENSMUSG00000028801,Stpg1,chr4,135222101,135265383,2649
ENSMUSG00000028803,Nipal3,chr4,135172731,135222349,26110
ENSMUSG00000028804,Csmd2,chr4,127881650,128461449,13555
ENSMUSG00000028807,Zbtb8a,chr4,129247416,129271973,21231
ENSMUSG00000028809,Srrm1,chr4,135046676,135080632,188397
ENSMUSG00000028811,Yars1,chr4,129082752,129114906,38586
ENSMUSG00000028813,CK137956,chr4,127821385,127865516,3091
ENSMUSG00000028820,Sfpq,chr4,126915079,126930806,8346
ENSMUSG00000028821,Syf2,chr4,134658181,134664864,6798
ENSMUSG00000028822,Tmem50a,chr4,134622822,134645747,32090
ENSMUSG00000028825,Rhd,chr4,134591845,134623487,2977
ENSMUSG00000028826,Maco1,chr4,134530070,134581272,15214
ENSMUSG00000028830,AU040320,chr4,126645969,126764304,66867
ENSMUSG00000028832,Stmn1,chr4,134195021,134201882,34565
ENSMUSG00000028833,Ncdn,chr4,126637543,126647678,35069
ENSMUSG00000028834,Trim63,chr4,134042393,134056948,12558
ENSMUSG00000028836,Slc30a2,chr4,134070234,134081795,23427
ENSMUSG00000028837,Psmb2,chr4,126571423,126606667,34982
ENSMUSG00000028838,Extl1,chr4,134080245,134111161,45218
ENSMUSG00000028840,Zfp593,chr4,133970600,133972910,5989
ENSMUSG00000028841,Cnksr1,chr4,133955352,133965811,22962
ENSMUSG00000028842,Ago3,chr4,126225496,126323362,25543
ENSMUSG00000028843,Sh3bgrl3,chr4,133854717,133856108,4956
ENSMUSG00000028845,Tekt2,chr4,126215914,126219481,4551
ENSMUSG00000028847,Trappc3,chr4,126156118,126169676,7969
ENSMUSG00000028848,Gpn2,chr4,133311656,133321413,8804
ENSMUSG00000028849,Map7d1,chr4,126123036,126150302,212637
ENSMUSG00000028850,Gpatch3,chr4,133302040,133311554,2020
ENSMUSG00000028851,Nudc,chr4,133259081,133273344,16138
ENSMUSG00000028854,Slc9a1,chr4,133097014,133152176,5842
ENSMUSG00000028857,Tmem222,chr4,132993356,133005233,4404
ENSMUSG00000028859,Csf3r,chr4,125918262,125938236,38762
ENSMUSG00000028860,Sytl1,chr4,132980401,132992762,11885
ENSMUSG00000028861,Mrps15,chr4,125940711,125950292,4360
ENSMUSG00000028862,Map3k6,chr4,132968091,132980241,8712
ENSMUSG00000028863,Meaf6,chr4,124978889,125010762,32238
ENSMUSG00000028864,Hgf,chr5,16758041,16828178,22739
ENSMUSG00000028865,Cd164l2,chr4,132939442,132956813,7855
ENSMUSG00000028868,Wasf2,chr4,132844495,132927067,42391
ENSMUSG00000028869,Gnl2,chr4,124910378,124949177,14608
ENSMUSG00000028871,Rspo1,chr4,124879876,124902892,6321
ENSMUSG00000028873,Cdca8,chr4,124812257,124833104,7578
ENSMUSG00000028874,Fgr,chr4,132701257,132730053,16905
ENSMUSG00000028876,Epha10,chr4,124774692,124811594,42315
ENSMUSG00000028878,Fam76a,chr4,132626521,132649979,18777
ENSMUSG00000028879,Stx12,chr4,132579374,132611831,31722
ENSMUSG00000028882,Ppp1r8,chr4,132554123,132570513,12411
