gene_id,gene_symbol,exon_length_bp
ENSMUSG00000025405,Inhbc,3292
ENSMUSG00000025407,Gli1,8270
ENSMUSG00000025408,Ddit3,26516
ENSMUSG00000025409,Mbd6,21647
ENSMUSG00000025410,Dctn2,45809
ENSMUSG00000025413,Ttc4,12103
ENSMUSG00000025417,Pip4k2c,35164
ENSMUSG00000025418,Bsnd,2813
ENSMUSG00000025420,Katnal2,26337
ENSMUSG00000025421,Hdhd2,165919
ENSMUSG00000025422,Agap2,11206
ENSMUSG00000025423,Pias2,93124
ENSMUSG00000025425,St8sia5,76670
ENSMUSG00000025427,Ark2c,30110
ENSMUSG00000025428,Atp5f1a,51192
ENSMUSG00000025429,Pstpip2,35235
ENSMUSG00000025431,Crisp1,4557
ENSMUSG00000025432,Avil,6174
ENSMUSG00000025433,Crisp3,1417
ENSMUSG00000025436,Atp23,24365
ENSMUSG00000025437,Usp33,233873
ENSMUSG00000025439,Clns1a,9497
ENSMUSG00000025451,Paip1,15661
ENSMUSG00000025453,Nnt,110164
ENSMUSG00000025461,Scart1,10368
ENSMUSG00000025464,Paox,15024
ENSMUSG00000025465,Echs1,31678
ENSMUSG00000025466,Fuom,6592
ENSMUSG00000025467,Prap1,753
ENSMUSG00000025468,Caly,40604
ENSMUSG00000025469,Msx3,4648
ENSMUSG00000025470,Zfp511,19773
ENSMUSG00000025473,Adam8,6231
ENSMUSG00000025474,Tubgcp2,145477
ENSMUSG00000025475,Adgra1,23183
ENSMUSG00000025477,Inpp5a,53208
ENSMUSG00000025478,Dpysl4,18093
ENSMUSG00000025479,Cyp2e1,12793
ENSMUSG00000025480,Syce1,13413
ENSMUSG00000025481,Urah,7800
ENSMUSG00000025482,Cimap1a,3707
ENSMUSG00000025484,Bet1l,35936
ENSMUSG00000025485,Ric8a,36387
ENSMUSG00000025486,Sirt3,23997
ENSMUSG00000025487,Psmd13,23544
ENSMUSG00000025488,Cox8b,8555
ENSMUSG00000025489,Ifitm5,3613
ENSMUSG00000025491,Ifitm1,4416
ENSMUSG00000025492,Ifitm3,7657
ENSMUSG00000025494,Sigirr,42711
ENSMUSG00000025495,Ptdss2,30440
ENSMUSG00000025496,Drd4,2816
ENSMUSG00000025497,Cdhr5,6765
ENSMUSG00000025498,Irf7,13467
ENSMUSG00000025499,Hras,49183
ENSMUSG00000025500,Lmntd2,5020
ENSMUSG00000025503,Taldo1,19202
ENSMUSG00000025504,Eps8l2,22559
ENSMUSG00000025505,Tmem80,42054
ENSMUSG00000025507,Pidd1,13067
ENSMUSG00000025508,Rplp2,14955
ENSMUSG00000025509,Pnpla2,26780
ENSMUSG00000025510,Cd151,87065
ENSMUSG00000025511,Tspan4,9602
ENSMUSG00000025512,Chid1,107742
ENSMUSG00000025515,Muc2,13916
ENSMUSG00000025519,Tktl2,8289
ENSMUSG00000025521,Tmem192,14774
ENSMUSG00000025525,Apool,11594
ENSMUSG00000025527,Satl1,2412
ENSMUSG00000025528,2010106E10Rik,2544
ENSMUSG00000025529,Zfp711,32130
ENSMUSG00000025531,Chm,28125
ENSMUSG00000025532,Crcp,8939
ENSMUSG00000025533,Asl,16419
ENSMUSG00000025534,Gusb,26686
ENSMUSG00000025537,Phkg1,53320
ENSMUSG00000025538,Sumf2,24437
ENSMUSG00000025544,Tm9sf2,40313
ENSMUSG00000025545,Clybl,16008
ENSMUSG00000025551,Fgf14,23037
ENSMUSG00000025555,Farp1,110398
ENSMUSG00000025557,Slc15a1,3121
ENSMUSG00000025558,Dock9,74350
ENSMUSG00000025571,Tnrc6c,61835
ENSMUSG00000025572,Tmc6,56993
ENSMUSG00000025573,6030468B19Rik,4674
ENSMUSG00000025574,Tk1,5439
ENSMUSG00000025575,Cant1,125020
ENSMUSG00000025576,Rbfox3,316748
ENSMUSG00000025577,Cbx2,7797
ENSMUSG00000025578,Cbx8,10767
ENSMUSG00000025579,Gaa,156330
ENSMUSG00000025580,Eif4a3,11143
ENSMUSG00000025582,Nptx1,30214
ENSMUSG00000025583,Rptor,13188
ENSMUSG00000025584,Pde8a,40466
ENSMUSG00000025586,Cpeb1,27320
ENSMUSG00000025588,Nat1,2555
ENSMUSG00000025591,Tma16,26430
ENSMUSG00000025592,Dach2,34853
ENSMUSG00000025597,Klhl4,42644
ENSMUSG00000025602,Zfp202,10323
ENSMUSG00000025607,Copg2,10064
ENSMUSG00000025608,Podxl,5392
ENSMUSG00000025609,Mkln1,92879
ENSMUSG00000025610,Map3k7cl,9738
ENSMUSG00000025612,Bach1,20849
ENSMUSG00000025613,Cct8,54792
ENSMUSG00000025616,Usp16,52400
ENSMUSG00000025626,Phf6,31783
ENSMUSG00000025630,Hprt1,24992
ENSMUSG00000025645,Ccdc51,32587
ENSMUSG00000025646,Atrip,28555
ENSMUSG00000025647,Shisa5,19012
ENSMUSG00000025648,Pfkfb4,27325
ENSMUSG00000025650,Col7a1,18455
ENSMUSG00000025651,Uqcrc1,49106
ENSMUSG00000025652,Tmem89,2054
ENSMUSG00000025656,Arhgef9,65942
ENSMUSG00000025658,Cnksr2,102960
ENSMUSG00000025665,Rps6ka6,80566
ENSMUSG00000025666,Tmem47,18363
ENSMUSG00000025701,Alox5,9146
ENSMUSG00000025702,Marchf8,130110
ENSMUSG00000025716,Myo3a,10082
ENSMUSG00000025722,Wdr73,9739
ENSMUSG00000025723,Nmb,1409
ENSMUSG00000025724,Sec11a,14537
ENSMUSG00000025726,Slc28a1,8660
ENSMUSG00000025727,Prr35,10208
ENSMUSG00000025728,Pigq,232805
ENSMUSG00000025730,Rab40c,13579
ENSMUSG00000025731,Mettl26,6884
ENSMUSG00000025732,Mcrip2,4916
ENSMUSG00000025733,Rhot2,15869
ENSMUSG00000025735,Rhbdl1,5066
ENSMUSG00000025736,Jmjd8,25706
ENSMUSG00000025737,Wdr24,18527
ENSMUSG00000025738,Fbxl16,107061
ENSMUSG00000025739,Gng13,2443
ENSMUSG00000025742,Prps2,43821
ENSMUSG00000025743,Sdc3,22666
ENSMUSG00000025745,Hadha,59127
ENSMUSG00000025746,Il6,5318
ENSMUSG00000025747,Tyms,11321
ENSMUSG00000025754,Agbl1,9438
ENSMUSG00000025757,Hspa4l,141390
ENSMUSG00000025758,Plk4,21569
ENSMUSG00000025759,Mfsd8,20267
ENSMUSG00000025762,Larp1b,23009
ENSMUSG00000025764,Jade1,55068
ENSMUSG00000025766,D3Ertd751e,39526
ENSMUSG00000025774,Crisp4,3813
ENSMUSG00000025776,Crispld1,12209
ENSMUSG00000025777,Gdap1,11909
ENSMUSG00000025779,Ly96,2516
ENSMUSG00000025780,Itih5,46553
ENSMUSG00000025781,Atp5f1c,36301
ENSMUSG00000025782,Taf3,14019
ENSMUSG00000025784,Clec3b,1636
ENSMUSG00000025785,Exosc7,19700
ENSMUSG00000025786,Zdhhc3,95888
ENSMUSG00000025787,Tgm4,4516
ENSMUSG00000025789,St8sia2,5368
ENSMUSG00000025790,Slco3a1,49894
ENSMUSG00000025791,Pgm1,22263
ENSMUSG00000025792,Slc25a10,29747
ENSMUSG00000025793,Hgs,106692
ENSMUSG00000025794,Rpl14,7718
ENSMUSG00000025795,Rassf3,13307
ENSMUSG00000025804,Ccr1,2838
ENSMUSG00000025808,Ccdc7a,9622
ENSMUSG00000025809,Itgb1,78661
ENSMUSG00000025810,Nrp1,95003
ENSMUSG00000025812,Pard3,130292
ENSMUSG00000025813,Homer2,34841
ENSMUSG00000025815,Dhtkd1,5492
ENSMUSG00000025816,Sec61a2,56993
ENSMUSG00000025817,Nudt5,39981
ENSMUSG00000025821,Zfp282,50597
ENSMUSG00000025823,Pdia4,24628
ENSMUSG00000025825,Iscu,21455
ENSMUSG00000025838,Pramel6,3321
ENSMUSG00000025839,Pramel7,1861
ENSMUSG00000025854,Fam20c,14337
ENSMUSG00000025855,Prkar1b,133604
ENSMUSG00000025856,Pdgfa,31289
ENSMUSG00000025857,Dnaaf5,22406
ENSMUSG00000025858,Get4,12163
ENSMUSG00000025860,Xiap,78752
ENSMUSG00000025862,Stag2,106700
ENSMUSG00000025867,Cplx2,4936
ENSMUSG00000025868,Higd2a,2455
ENSMUSG00000025869,Nop16,8568
ENSMUSG00000025870,Arl10,4295
ENSMUSG00000025871,4833439L19Rik,57701
ENSMUSG00000025872,Thoc3,13959
ENSMUSG00000025873,Faf2,44665
ENSMUSG00000025875,Tspan17,11807
ENSMUSG00000025876,Unc5a,50774
ENSMUSG00000025877,Hk3,37362
ENSMUSG00000025878,Uimc1,36507
ENSMUSG00000025880,Smad7,9774
ENSMUSG00000025885,Myo5b,29400
ENSMUSG00000025887,Casp12,6432
ENSMUSG00000025888,Casp1,5710
ENSMUSG00000025889,Snca,26859
ENSMUSG00000025892,Gria4,70468
ENSMUSG00000025893,Kbtbd3,17137
ENSMUSG00000025894,Aasdhppt,32149
ENSMUSG00000025898,Cwf19l2,67630
ENSMUSG00000025899,Alkbh8,101963
ENSMUSG00000025900,Rp1,21635
ENSMUSG00000025902,Sox17,47749
ENSMUSG00000025903,Lypla1,27951
ENSMUSG00000025905,Oprk1,34749
ENSMUSG00000025907,Rb1cc1,99727
ENSMUSG00000025909,Sntg1,77689
ENSMUSG00000025911,Adhfe1,35033
ENSMUSG00000025912,Mybl1,9780
ENSMUSG00000025915,Sgk3,114739
ENSMUSG00000025916,Ppp1r42,3979
ENSMUSG00000025917,Cops5,8445
ENSMUSG00000025920,Stau2,211659
ENSMUSG00000025921,Rdh10,7928
ENSMUSG00000025925,Terf1,23603
ENSMUSG00000025927,Tfap2b,13633
ENSMUSG00000025929,Il17a,1171
ENSMUSG00000025930,Msc,9878
ENSMUSG00000025931,Paqr8,101903
ENSMUSG00000025932,Eya1,54633
ENSMUSG00000025933,Tmem14a,17495
ENSMUSG00000025934,Gsta3,16257
ENSMUSG00000025935,Tram1,18903
ENSMUSG00000025937,Lactb2,47444
ENSMUSG00000025938,Slco5a1,55335
ENSMUSG00000025939,Ube2w,56110
ENSMUSG00000025940,Tmem70,10265
ENSMUSG00000025945,Crygf,1239
ENSMUSG00000025946,Pth2r,6109
ENSMUSG00000025949,Pikfyve,99566
ENSMUSG00000025950,Idh1,114482
ENSMUSG00000025952,Crygc,2340
ENSMUSG00000025955,Akr1cl,35286
ENSMUSG00000025956,Mettl21a,6972
ENSMUSG00000025958,Creb1,76311
ENSMUSG00000025959,Klf7,33485
ENSMUSG00000025962,Fastkd2,44718
ENSMUSG00000025963,Mdh1b,3544
ENSMUSG00000025964,Adam23,61874
ENSMUSG00000025967,Eef1b2,19022
ENSMUSG00000025968,Ndufs1,299332
ENSMUSG00000025969,Nrp2,39730
ENSMUSG00000025971,Maip1,9766
ENSMUSG00000025977,Boll,19209
ENSMUSG00000025978,Rftn2,54554
ENSMUSG00000025979,Mob4,24780
ENSMUSG00000025980,Hspd1,57873
ENSMUSG00000025981,Coq10b,16336
ENSMUSG00000025982,Sf3b1,21343
ENSMUSG00000025983,Ccdc150,7423
ENSMUSG00000025986,Slc39a10,84773
ENSMUSG00000025991,Cps1,17794
ENSMUSG00000025993,Slc40a1,16861
ENSMUSG00000025995,Wdr75,16537
ENSMUSG00000025997,Ikzf2,101726
ENSMUSG00000026000,Lancl1,22021
ENSMUSG00000026003,Acadl,18594
ENSMUSG00000026004,Kansl1l,52953
ENSMUSG00000026005,Rpe,45210
ENSMUSG00000026009,Icos,4051
ENSMUSG00000026011,Ctla4,2547
ENSMUSG00000026012,Cd28,4347
ENSMUSG00000026014,Raph1,55158
ENSMUSG00000026017,Carf,49146
ENSMUSG00000026018,Ica1l,303315
ENSMUSG00000026019,Wdr12,82333
ENSMUSG00000026020,Nop58,68760
ENSMUSG00000026021,Sumo1,15161
ENSMUSG00000026023,Cdk15,6739
ENSMUSG00000026024,Als2,60572
ENSMUSG00000026027,Stradb,45756
ENSMUSG00000026028,Trak2,144805
ENSMUSG00000026029,Casp8,16300
ENSMUSG00000026031,Cflar,179243
ENSMUSG00000026032,Ndufb3,37346
ENSMUSG00000026034,Clk1,5298
ENSMUSG00000026035,Ppil3,43556
ENSMUSG00000026036,Nif3l1,67722
ENSMUSG00000026037,Orc2,41580
ENSMUSG00000026039,Sgo2a,33009
ENSMUSG00000026042,Col5a2,9734
ENSMUSG00000026043,Col3a1,215296
ENSMUSG00000026047,Poglut2,11265
ENSMUSG00000026048,Ercc5,18168
ENSMUSG00000026049,Tex30,18882
ENSMUSG00000026051,Ecrg4,1782
ENSMUSG00000026058,Khdrbs2,21620
ENSMUSG00000026062,Slc9a2,13721
ENSMUSG00000026063,Dnaaf6rt,1451
ENSMUSG00000026064,Ptp4a1,53391
ENSMUSG00000026065,Slc9a4,24993
ENSMUSG00000026068,Il18rap,4889
ENSMUSG00000026069,Il1rl1,14400
ENSMUSG00000026070,Il18r1,13407
ENSMUSG00000026072,Il1r1,48233
ENSMUSG00000026073,Il1r2,9297
ENSMUSG00000026074,Map4k4,48573
ENSMUSG00000026077,Npas2,57838
ENSMUSG00000026078,Pdcl3,15142
ENSMUSG00000026080,Chst10,23997
ENSMUSG00000026082,Rev1,103866
ENSMUSG00000026083,Eif5b,64102
ENSMUSG00000026085,Lyg1,2488
ENSMUSG00000026087,Mrpl30,67432
ENSMUSG00000026088,Mitd1,19034
ENSMUSG00000026090,Cracdl,130779
ENSMUSG00000026094,Stk17b,11005
ENSMUSG00000026095,Asnsd1,40097
ENSMUSG00000026096,Osgepl1,20983
ENSMUSG00000026097,Ormdl1,13498
ENSMUSG00000026098,Pms1,35828
ENSMUSG00000026100,Mstn,5217
ENSMUSG00000026102,Inpp1,72721
ENSMUSG00000026103,Gls,24574
ENSMUSG00000026104,Stat1,149378
ENSMUSG00000026107,Nabp1,15620
ENSMUSG00000026109,Tmeff2,75524
ENSMUSG00000026110,Mgat4a,31889
ENSMUSG00000026111,Unc50,26049
ENSMUSG00000026112,Coa5,19219
ENSMUSG00000026113,Inpp4a,112643
ENSMUSG00000026114,Cnga3,47065
ENSMUSG00000026116,Tmem131,53247
ENSMUSG00000026117,Zap70,7027
ENSMUSG00000026121,Sema4c,77391
ENSMUSG00000026123,Plekhb2,133996
ENSMUSG00000026124,Cfc1,1061
ENSMUSG00000026125,Prss39,5064
ENSMUSG00000026126,Ptpn18,3494
ENSMUSG00000026127,Imp4,20373
ENSMUSG00000026131,Dst,99916
ENSMUSG00000026134,Prim2,17470
ENSMUSG00000026135,Zfp142,49329
ENSMUSG00000026141,Col19a1,113978
ENSMUSG00000026142,Rhbdd1,59239
ENSMUSG00000026147,Col9a1,6893
ENSMUSG00000026149,Tm4sf20,1508
ENSMUSG00000026150,Mff,143435
ENSMUSG00000026153,Fam135a,82072
ENSMUSG00000026154,Sdhaf4,4742
ENSMUSG00000026155,Smap1,26740
ENSMUSG00000026156,B3gat2,14822
ENSMUSG00000026158,Ogfrl1,41136
ENSMUSG00000026159,Agfg1,515085
ENSMUSG00000026162,Nhej1,8557
ENSMUSG00000026163,Sphkap,16250
ENSMUSG00000026166,Ccl20,3018
ENSMUSG00000026167,Wnt10a,2468
ENSMUSG00000026170,Cyp27a1,4362
ENSMUSG00000026171,Rnf25,14245
ENSMUSG00000026172,Bcs1l,33949
ENSMUSG00000026173,Plcd4,124265
ENSMUSG00000026174,Cnot9,12903
ENSMUSG00000026175,Vil1,8703
ENSMUSG00000026176,Ctdsp1,10303
ENSMUSG00000026177,Slc11a1,7526
ENSMUSG00000026179,Pnkd,41039
ENSMUSG00000026180,Cxcr2,3046
ENSMUSG00000026181,Ppm1f,39673
ENSMUSG00000026182,Tnp1,2005
ENSMUSG00000026185,Igfbp5,6006
ENSMUSG00000026187,Xrcc5,19998
ENSMUSG00000026188,Tmem169,34786
ENSMUSG00000026189,Pecr,14509
ENSMUSG00000026192,Atic,17502
ENSMUSG00000026193,Fn1,188024
ENSMUSG00000026196,Bard1,20800
ENSMUSG00000026197,Zfand2b,3738
ENSMUSG00000026198,Abcb6,3075
ENSMUSG00000026199,Ankzf1,29987
ENSMUSG00000026200,Glb1l,36479
ENSMUSG00000026201,Stk16,35937
ENSMUSG00000026202,Tuba4a,17812
ENSMUSG00000026203,Dnajb2,13020
ENSMUSG00000026204,Ptprn,39478
ENSMUSG00000026205,Slc23a3,2059
ENSMUSG00000026207,Speg,44869
ENSMUSG00000026208,Des,41193
ENSMUSG00000026209,Dnpep,39608
ENSMUSG00000026211,Obsl1,39569
ENSMUSG00000026213,Stk11ip,24815
ENSMUSG00000026219,Trip12,280284
ENSMUSG00000026220,Slc16a14,30413
ENSMUSG00000026222,Sp100,47123
ENSMUSG00000026223,Itm2c,31134
ENSMUSG00000026224,4933407L21Rik,7164
ENSMUSG00000026226,Spata3,12575
ENSMUSG00000026227,2810459M11Rik,8833
ENSMUSG00000026228,Htr2b,6421
ENSMUSG00000026229,Psmd1,55133
ENSMUSG00000026234,Ncl,76049
ENSMUSG00000026235,Epha4,13624
ENSMUSG00000026237,Nmur1,4780
ENSMUSG00000026238,Ptma,39507
ENSMUSG00000026239,Pde6d,8985
ENSMUSG00000026240,Cops7b,35786
ENSMUSG00000026241,Nppc,1050
ENSMUSG00000026245,Farsb,22799
ENSMUSG00000026246,Alppl2,4109
ENSMUSG00000026247,Ecel1,31910
ENSMUSG00000026248,Mrpl44,5077
ENSMUSG00000026249,Serpine2,55320
ENSMUSG00000026251,Chrnd,9827
ENSMUSG00000026253,Chrng,5640
ENSMUSG00000026254,Eif4e2,47679
ENSMUSG00000026255,Efhd1,12066
ENSMUSG00000026258,Snorc,1742
ENSMUSG00000026259,Ngef,53175
ENSMUSG00000026260,Ndufa10,78363
ENSMUSG00000026269,Rnpepl1,34703
ENSMUSG00000026270,Capn10,83275
ENSMUSG00000026271,Gpr35,19400
ENSMUSG00000026272,Agxt,3219
ENSMUSG00000026273,Mterf4,13478
ENSMUSG00000026274,Pask,39122
ENSMUSG00000026275,Ppp1r7,54247
ENSMUSG00000026276,Septin2,48754
ENSMUSG00000026277,Stk25,84149
ENSMUSG00000026278,Bok,6232
ENSMUSG00000026279,Thap4,26000
ENSMUSG00000026280,Atg4b,38767
ENSMUSG00000026281,Dtymk,19450
ENSMUSG00000026283,Ing5,32157
ENSMUSG00000026285,Pdcd1,5894
ENSMUSG00000026288,Inpp5d,23988
ENSMUSG00000026289,Atg16l1,28830
ENSMUSG00000026295,Spp2,8724
ENSMUSG00000026301,Iqca1,10693
ENSMUSG00000026303,Mlph,4667
ENSMUSG00000026304,Rab17,3390
ENSMUSG00000026305,Lrrfip1,255874
ENSMUSG00000026307,Scly,10553
ENSMUSG00000026308,Klhl30,21863
ENSMUSG00000026309,Ilkap,40262
ENSMUSG00000026311,Asb1,24465
ENSMUSG00000026312,Cdh7,33619
ENSMUSG00000026313,Hdac4,34649
ENSMUSG00000026315,Serpinb8,20196
ENSMUSG00000026317,Cln8,33297
ENSMUSG00000026319,Relch,129602
ENSMUSG00000026321,Tnfrsf11a,6490
ENSMUSG00000026322,Htr4,44394
ENSMUSG00000026327,Serpinb11,2087
ENSMUSG00000026331,Slco6c1,5633
ENSMUSG00000026333,Gin1,13436
ENSMUSG00000026335,Pam,130497
ENSMUSG00000026336,Slco6d1,4523
ENSMUSG00000026339,Ccdc93,69354
ENSMUSG00000026341,Actr3,48551
ENSMUSG00000026342,Slc35f5,27643
ENSMUSG00000026343,Gpr39,2800
ENSMUSG00000026344,Lypd1,44433
ENSMUSG00000026347,Tmem163,23064
ENSMUSG00000026348,Acmsd,7839
ENSMUSG00000026349,Ccnt2,22226
ENSMUSG00000026353,Ubxn4,71052
ENSMUSG00000026354,Lct,6174
ENSMUSG00000026355,Mcm6,34578
ENSMUSG00000026356,Dars1,34317
ENSMUSG00000026357,Rgs18,3992
ENSMUSG00000026358,Rgs1,3841
ENSMUSG00000026360,Rgs2,5445
ENSMUSG00000026361,Cdc73,34625
ENSMUSG00000026365,Cfh,70574
ENSMUSG00000026368,F13b,13915
ENSMUSG00000026374,Tsn,35212
ENSMUSG00000026377,Nifk,8419
ENSMUSG00000026380,Tfcp2l1,55431
ENSMUSG00000026383,Epb41l5,65895
ENSMUSG00000026384,Ptpn4,119824
ENSMUSG00000026385,Dbi,1741
ENSMUSG00000026387,Sctr,18066
ENSMUSG00000026388,3110009E18Rik,22107
ENSMUSG00000026389,Steap3,58242
ENSMUSG00000026390,Marco,1925
ENSMUSG00000026393,Nek7,156634
ENSMUSG00000026394,Atp6v1g3,1902
ENSMUSG00000026395,Ptprc,24418
ENSMUSG00000026398,Nr5a2,24784
ENSMUSG00000026399,Cd55,17770
ENSMUSG00000026401,Cd55b,6363
ENSMUSG00000026404,Ddx59,48448
ENSMUSG00000026405,C4bp,37526
ENSMUSG00000026407,Cacna1s,100958
ENSMUSG00000026409,Pfkfb2,185309
ENSMUSG00000026411,Tmem9,51999
ENSMUSG00000026413,Pkp1,7779
ENSMUSG00000026414,Tnnt2,63635
ENSMUSG00000026415,Fcamr,4834
ENSMUSG00000026416,Il20,1651
ENSMUSG00000026417,Pigr,3873
ENSMUSG00000026418,Tnni1,5001
ENSMUSG00000026420,Il24,2341
ENSMUSG00000026421,Csrp1,21002
ENSMUSG00000026424,Gpr37l1,2269
ENSMUSG00000026425,Srgap2,106115
ENSMUSG00000026426,Arl8a,5571
ENSMUSG00000026427,Eif2d,39067
ENSMUSG00000026429,Ube2t,25982
ENSMUSG00000026430,Rassf5,14305
ENSMUSG00000026432,Avpr1b,6892
ENSMUSG00000026433,Rab29,15711
ENSMUSG00000026434,Nucks1,42870
ENSMUSG00000026435,Slc45a3,31982
ENSMUSG00000026436,Elk4,50058
ENSMUSG00000026437,Cdk18,34794
ENSMUSG00000026439,Rbbp5,54163
ENSMUSG00000026442,Nfasc,437511
ENSMUSG00000026443,Lrrn2,98669
ENSMUSG00000026447,Pik3c2b,17938
ENSMUSG00000026450,Chit1,5099
ENSMUSG00000026452,Syt2,56649
ENSMUSG00000026455,Klhl12,67538
ENSMUSG00000026456,Cyb5r1,19761
ENSMUSG00000026457,Adipor1,72069
ENSMUSG00000026458,Ppfia4,13375
ENSMUSG00000026459,Myog,3006
ENSMUSG00000026463,Atp2b4,58378
ENSMUSG00000026466,Tor1aip1,32715
ENSMUSG00000026468,Lhx4,5623
ENSMUSG00000026469,Xpr1,17854
ENSMUSG00000026470,Stx6,38042
ENSMUSG00000026471,Mr1,8589
ENSMUSG00000026473,Glul,8679
ENSMUSG00000026475,Rgs16,4711
ENSMUSG00000026478,Lamc1,27942
ENSMUSG00000026479,Lamc2,15179
ENSMUSG00000026480,Ncf2,11770
ENSMUSG00000026482,Rgl1,28647
ENSMUSG00000026483,Niban1,52292
ENSMUSG00000026484,Rnf2,26111
ENSMUSG00000026489,Coq8a,311532
ENSMUSG00000026490,Cdc42bpa,115635
ENSMUSG00000026491,Ahctf1,16922
ENSMUSG00000026492,Tfb2m,26490
ENSMUSG00000026494,Kif26b,26310
ENSMUSG00000026495,Efcab2,7396
ENSMUSG00000026496,Parp1,36774
ENSMUSG00000026497,Mixl1,2294
ENSMUSG00000026499,Acbd3,36216
ENSMUSG00000026500,Cox20,34516
ENSMUSG00000026502,Desi2,53647
ENSMUSG00000026504,Sdccag8,72121
ENSMUSG00000026509,Capn2,12798
ENSMUSG00000026510,Trp53bp2,17529
ENSMUSG00000026511,Srp9,18109
ENSMUSG00000026514,Cnih3,28119
ENSMUSG00000026516,Nvl,31773
ENSMUSG00000026519,Tmem63a,52112
ENSMUSG00000026520,Pycr2,15868
ENSMUSG00000026523,Wdr64,10865
ENSMUSG00000026525,Opn3,2811
ENSMUSG00000026526,Fh1,42647
ENSMUSG00000026527,Rgs7,10310
ENSMUSG00000026531,Mptx1,799
ENSMUSG00000026532,Spta1,8443
ENSMUSG00000026535,Ifi202b,1801
ENSMUSG00000026536,Ifi211,5442
ENSMUSG00000026542,Apcs,974
ENSMUSG00000026544,Dusp23,4142
ENSMUSG00000026546,Cfap45,3669
ENSMUSG00000026547,Tagln2,21601
ENSMUSG00000026548,Slamf9,8315
ENSMUSG00000026553,Copa,69162
ENSMUSG00000026554,Dcaf8,79932
ENSMUSG00000026556,Vangl2,23796
ENSMUSG00000026558,Uck2,18853
ENSMUSG00000026560,Fmo9,5859
ENSMUSG00000026563,Tada1,8714
ENSMUSG00000026564,Styxl2,60520
ENSMUSG00000026565,Pou2f1,43534
ENSMUSG00000026566,Mpzl1,26830
ENSMUSG00000026567,Adcy10,15488
ENSMUSG00000026568,Mpc2,19495
ENSMUSG00000026571,Dcaf6,48164
ENSMUSG00000026572,Tbx19,2682
ENSMUSG00000026573,Xcl1,523
ENSMUSG00000026574,Dpt,4459
ENSMUSG00000026575,Nme7,21013
ENSMUSG00000026576,Atp1b1,14916
ENSMUSG00000026577,Blzf1,19804
ENSMUSG00000026578,Ccdc181,27818
ENSMUSG00000026579,F5,8867
ENSMUSG00000026580,Selp,3438
ENSMUSG00000026581,Sell,19429
ENSMUSG00000026582,Sele,7583
ENSMUSG00000026584,Scyl3,55846
ENSMUSG00000026585,Kifap3,80995
ENSMUSG00000026586,Prrx1,30856
ENSMUSG00000026587,Astn1,73597
ENSMUSG00000026589,Sec16b,13579
ENSMUSG00000026592,Tex35,7106
ENSMUSG00000026594,Ralgps2,157268
ENSMUSG00000026596,Abl2,26228
ENSMUSG00000026600,Soat1,71835
ENSMUSG00000026601,Axdnd1,8560
ENSMUSG00000026602,Nphs2,6246
ENSMUSG00000026603,Smyd2,25514
ENSMUSG00000026604,Ptpn14,33033
ENSMUSG00000026605,Cenpf,26713
ENSMUSG00000026608,Kctd3,19956
ENSMUSG00000026609,Ush2a,15695
ENSMUSG00000026610,Esrrg,15999
ENSMUSG00000026611,Spata17,6909
ENSMUSG00000026614,Slc30a10,13679
ENSMUSG00000026615,Eprs1,146234
ENSMUSG00000026616,Cr2,21044
ENSMUSG00000026617,Bpnt1,65782
ENSMUSG00000026618,Iars2,79518
ENSMUSG00000026620,Mark1,86168
ENSMUSG00000026621,Mtarc1,8103
ENSMUSG00000026622,Nek2,9676
ENSMUSG00000026623,Lpgat1,59127
ENSMUSG00000026626,Ppp2r5a,31530
ENSMUSG00000026627,Pacc1,17023
ENSMUSG00000026628,Atf3,8072
ENSMUSG00000026630,Batf3,1497
ENSMUSG00000026632,Tatdn3,20338
ENSMUSG00000026634,Angel2,22488
ENSMUSG00000026637,Traf5,19001
ENSMUSG00000026638,Irf6,16970
ENSMUSG00000026639,Lamb3,28566
ENSMUSG00000026640,Plxna2,33045
ENSMUSG00000026641,Usf1,35967
ENSMUSG00000026643,Nmt2,24905
ENSMUSG00000026644,Acbd7,2803
ENSMUSG00000026645,Olah,4838
ENSMUSG00000026646,Suv39h2,18305
ENSMUSG00000026648,Dclre1c,45135
ENSMUSG00000026649,Cfap126,1938
ENSMUSG00000026650,Meig1,14868
ENSMUSG00000026655,Fam107b,14595
ENSMUSG00000026656,Fcgr2b,34275
ENSMUSG00000026657,Frmd4a,25422
ENSMUSG00000026659,Dusp12,4863
ENSMUSG00000026662,Sephs1,102073
ENSMUSG00000026663,Atf6,59879
ENSMUSG00000026664,Phyh,19225
ENSMUSG00000026667,Uhmk1,31208
ENSMUSG00000026668,Ucma,3238
ENSMUSG00000026669,Mcm10,41000
ENSMUSG00000026670,Uap1,53211
ENSMUSG00000026672,Optn,87769
ENSMUSG00000026674,Ddr2,33944
ENSMUSG00000026675,Hsd17b7,24167
ENSMUSG00000026676,Ccdc3,15838
ENSMUSG00000026678,Rgs5,25211
ENSMUSG00000026679,Enkur,3105
ENSMUSG00000026683,Nuf2,27417
ENSMUSG00000026686,Lmx1a,10152
ENSMUSG00000026687,Aldh9a1,28163
ENSMUSG00000026688,Mgst3,21163
ENSMUSG00000026691,Fmo3,2049
ENSMUSG00000026692,Fmo4,5165
